;O3;PM10;C2H3NO5;CH4;H2CO;CO;PM2.5;NOx;Pb;location;NH3;SO2;PAHs;TEMP;index;CFCs;PRES;warning
646;0.004793819231127247;22;0.44725199009659944;0.6481120650569352;0.5459664964338109;0.869008215117899;0.6765440205869412;0.13530256340861804;0.6138338175058904;0.596389559292797;0.8607221892920858;0.1017481074916905;0.5098304102807185;0.5529870561448763;0.29396784248935437;0.494101778118197;0.856389764579057;0.0
564;0.0;19;0.6615675178262739;0.0;0.31197003643933763;0.5522347386502466;0.23578314377525034;0.024545560376864752;0.9089082222902294;0.9174949076987318;0.5451817574451496;0.9607699522681511;0.27663050157125046;0.5189921626174622;0.6535879402489171;0.26698950039802316;0.1745938081462044;0.0
9483;0.8308200688820628;3;0.8499088207328332;8.914766948908692e-05;0.6357621122731203;0.42184921293475375;0.3730266403552046;0.03134934414827831;0.6316891566955258;0.0;0.3356509225188511;0.4774621923273642;0.6378671371640245;0.9606247203284989;0.062347963798839556;0.5779950392490311;0.0729905433700404;0.0
2824;0.208461323652611;62;0.580919417738846;0.19547139456584617;0.5255578892414927;0.5010503901794965;0.3615031533753784;0.0275802986779486;0.41058084123913985;0.7580556596526684;0.47975545388275287;0.8007376880726006;0.17599673460788945;0.6987337461504041;0.5353606348134183;0.0;0.71948798179608;0.0
11399;1.0000000000000002;24;0.33942741563812473;0.5157771215046107;0.7477758146886864;0.9005612490163597;0.341627888371845;0.0285932047731956;0.1869760345890661;0.8340947454063441;0.2292500286226492;0.45369825251059626;0.3848361159389757;0.4845053762733279;0.34666307636838245;0.21144975231766805;0.9390711189487266;1.0
11088;0.9806850972726427;17;0.7023417224383678;0.9234608812073262;0.669194781674147;0.8347025196498392;0.5230753076707689;0.05348800880372605;0.6300670404368256;0.6133404675700063;0.6304337744361339;0.5186299460563665;0.9532776812204842;0.33604916295964815;0.5365472588224731;0.17821736874534222;0.7819045406406055;1.0
998;0.037652424834776134;11;0.41213289052822727;0.9128605204810842;0.298581822546951;1.0;0.698267643568581;0.16790062774308004;0.8758176536299376;0.6043916705447878;0.9916066798741474;0.9191849891139244;0.43404873509945396;0.819777216972441;0.5201657622461882;0.12144556076125201;0.20953930389943354;1.0
5546;0.46304570417946567;26;0.18476563636391474;0.3441843556049484;0.7555809065282246;0.6079646532534375;0.0;0.0;0.4006461329260953;0.38543847428505296;0.4308505781775127;0.5370613313307279;0.05218395042221857;0.0;0.3419926459737692;0.7217831249455885;0.7668691704471349;0.0
9451;0.8277483012193987;5;0.08600784861332489;0.7386770715190316;0.03869514461736279;0.1305569929545336;0.2831054414058852;0.010022596362891021;0.29166585008087975;0.14053562196601188;0.1997592798976252;0.5703685504444825;0.18802426221449764;0.14780556579189807;0.3193950651654347;0.6769841649235965;0.41646224742122806;0.0
8360;0.7255422135343945;25;0.12182147237291172;0.16241751020028694;0.7844391218143778;0.8111349600266995;0.26519020253603387;0.03346072600890124;0.7829409450183997;0.5538208106984055;0.5977909111857314;0.4941984711592394;0.5945620687839048;0.9346662696428102;0.4848926029206162;0.2508573665490197;0.33225881927443845;0.0
45;0.0;3;0.0;0.2743332725328962;0.606849113105352;1.0;0.5929095721276282;0.10071649673790506;0.5027794775261969;1.0;0.48895528055268533;0.34636881004145825;0.9296667895577677;0.18537038377510462;0.9999999999999998;0.6468355434832737;0.061956229359835024;1.0
8524;0.7409010518477148;112;0.7827537210480945;0.26928263166287714;0.49676251429013374;0.0;0.2974406325417672;0.01771391671285107;0.37689328555427104;0.16985790555762825;0.009229536255114135;0.37750035926367176;0.1963404785730587;0.46183553341580896;0.213414328028515;0.8293186426967275;0.8068714937207764;0.0
4021;0.32090663687982873;78;0.7986371340771601;0.37213706975753347;0.647434301638441;0.6289816376958477;0.4567227563034172;0.059969413817909725;0.21118717503026363;0.27708529246346547;0.713488731371728;0.507111875479984;0.6327987570442932;0.5558150285593958;0.39895364103406616;0.4682831873794294;1.0;0.0
5127;0.42395047938192315;91;0.8575510366569745;0.4212887298073582;0.13212583213090756;0.4234260991509311;0.7380598407978772;0.20385779912818436;0.5907473041362457;0.8737596900008455;0.2007404208326511;0.38507348294154264;0.6419523884763261;0.8443208588876311;0.7218857585341845;0.669299203315291;0.7051343523606972;1.0
2719;0.19868751745322538;58;0.5130131417573482;0.08495950457865664;0.3654310484426473;0.18445894431295207;0.7274613661515487;0.20924470836164924;0.47229965130530593;1.0;0.7565777746216376;0.6352739752486644;0.6212768385386493;0.00020152799347206152;0.25982349728521714;0.9736837447203669;0.0;1.0
9300;0.8136926370659965;125;0.24818475935869816;0.23275487346449886;0.23056441094034108;0.8360160811774899;0.9999999999999999;1.0;0.3401635081128427;0.546905009478156;0.715658255714023;0.23035832108746412;0.9304831375853655;0.6720859874707167;0.3400697065539673;0.010499240739471838;0.4879115623644501;1.0
11735;1.0000000000000002;1;0.4533554123431157;0.49575788410336763;0.32632341342253435;0.5215972173316636;0.36856491419885595;0.014603558703281196;0.9999999999999998;0.9742532391579206;0.5351718011109936;0.7112462663619491;0.058358350450308016;0.46484117948987913;0.5635596894696244;0.752367398529355;0.5646578588232289;0.0
2820;0.2080889881783487;62;0.09944235954488453;0.38576941300550516;0.8058999017918356;0.7426215503700324;0.3241876558354112;0.029013093154525885;0.32234133486901695;0.5750853236232232;0.2498568867543075;0.054723969608611145;0.8641693439370799;0.0;0.6810658926226976;0.6117569966541;0.44315229511836574;1.0
4723;0.38634459648142977;4;0.5254447573069733;0.04087853437680167;0.6990294390855603;0.43519303843009505;0.4985799810664141;0.04208933274562225;0.1478613241353106;0.9218204053836925;0.5641625592561301;0.7666563136920407;0.6120319165744981;0.5922068713642704;0.4013086332981908;0.6741426725850174;1.0;1.0
10026;0.881457693381737;76;0.25095611911641086;0.7697378211429182;0.6050589692090416;0.7316200898365857;0.4113971519620262;0.03193241190055213;0.24840539640089143;0.09114693003242869;0.4953740001999962;0.3900351846615272;0.4468364319446636;0.0;0.48329218182122413;0.17157710531186143;0.2754770228648846;1.0
10290;0.906124918551615;36;0.8797265081326394;0.0;0.4313972870699565;0.6109714537666147;0.21699622661635487;0.03618104552206951;0.5229018393532037;0.6516724405380838;0.4741961383336257;0.5477727970183434;0.071837748635031;0.2935094825090153;0.990534391558539;0.5813639379967538;0.2863346197843226;0.0
4906;0.40337894442893046;52;0.3353368273902212;1.0;0.29523678318714897;0.7160073853389384;0.42089894531927097;0.03803173838764852;0.0882229233972176;0.2811089448604298;0.3310539076800003;0.55805623674008;0.09859640806867853;0.3756539377747362;0.4743803312506556;0.38947446118752416;0.3795769829490663;0.0
5960;0.5015824257656148;25;0.7661678219102783;0.6364460752590535;0.6856444477744452;0.5386122788914642;0.3327294363924852;0.021705841323981696;0.5365149525651598;1.0;0.30714711172108355;0.5119815635082609;0.7070916943171643;0.36599540022636934;0.1969963199442588;0.5875603612420829;0.2763935625547602;1.0
6073;0.5121009029135251;28;0.7755016390832158;0.4364184579768793;0.8715696629421683;0.5457526646315136;0.37809170788943847;0.03801581844901987;0.9999999999999998;0.8425273846104808;0.2722724064619073;0.5306131278808696;0.632681132704833;0.45915726751072616;0.30517383281076227;0.0;0.40243527685059677;1.0
8967;0.782509541096528;3;0.6578297037707335;0.4332658116800978;0.5631331868670144;0.09125119031944973;0.8610131468419578;0.43422130107688434;0.43451459376992774;0.3489748974849911;0.9043199186102293;0.7584156549338105;0.3171634978318498;0.6594415453660077;0.5111200361463928;0.0;0.7886721049394692;1.0
1887;0.12086940333240251;40;0.40881552696410545;0.09434575542606893;0.5524148815580536;0.9090305058589738;0.7316630888411845;0.21802853449999948;0.38325511697779846;0.9029563831180236;0.4963551411350222;0.35776326301036676;0.5042423763627744;0.7101394080176885;0.918901855545261;0.9650629377668863;0.20685518137393588;0.0
6761;0.5763287722237737;25;0.5893045418146129;0.9052764582052593;0.2745397549710329;0.4258388881574313;0.2239563194175923;0.019071091480942343;0.15265229576184436;0.3376030130296548;0.0945772036179029;0.5705678838365343;0.19005020979266507;0.0;0.8042039958802845;0.2128142658858;0.7439680360387522;0.0
3904;0.30992274038909057;4;0.3318740057172692;0.210943878878723;1.0;0.31827993863922366;0.5710909478793048;0.08092602303018122;0.9100177739318684;0.0;0.9562943017015622;0.0;0.4989966819402747;0.41087280540127924;0.6325299280266894;0.6493784130148489;0.5453083672041092;0.0
3634;0.28469701200781905;74;0.9355475119773268;0.321074616340427;0.909088565395439;0.5151488243777425;0.16364884865131524;0.0;0.7079195755964973;1.0;0.48358726574716715;0.3856668474574175;0.5916179491230842;1.0;0.8691518833092202;0.5308949978391991;0.6430629891386959;0.0
3670;0.28804803127617984;36;0.8420145794959187;1.0;0.1275159296220476;0.4261389558257527;0.18417245563274165;0.0;0.34348914795177676;0.7377670893729644;0.4636774959312362;0.5315093555350557;0.05873580168887482;0.07707499802584816;0.9294536813488563;0.5225928021548042;0.025807903991128534;0.0
6417;0.5441217537000838;46;0.4618440413468502;0.19642486773130585;0.3620102784229653;0.6014733934897563;0.07927105694742598;0.01935367039160064;0.2697612504164584;0.4854501175686208;0.3271960093505486;0.5221468669889994;0.9620942399185406;0.8069139730462477;0.1328395151880264;0.7502719815585966;0.21593984039439595;0.0
10769;0.9508051754630923;60;0.7698021310378512;0.32989624062058276;1.0;1.0;0.0;0.024519690476593217;0.1673598851855258;0.30066799622895557;0.601996629049018;0.6027548183825563;0.7036437211425361;0.9306735476823459;0.0;0.013748208714704502;0.27652084829146695;0.0
9624;0.8439448943498092;25;0.44307810794216584;0.9435281325815978;0.6128431142703148;0.5589066513979168;0.5958846117948239;0.09062126565502089;0.6308238270184867;0.17741640651638546;0.6548666474399758;0.9999999999999999;0.45518249328487914;0.6387491445342316;0.22689924497244118;0.06409240160288199;0.7435585796559492;1.0
8947;0.7806478637252164;24;0.38486546656071186;0.25225964373410115;0.19954384362102107;0.32792190892027673;0.7776003680049067;0.2851887855972315;0.41044817745590056;0.6366068165419303;0.32148887049954133;0.5307877377514266;0.9141298432260669;0.8315711286883737;0.3222581759154879;0.6281887166094847;0.0;1.0
10276;0.9048217443916969;42;0.3097753973685862;0.8013583885386133;0.10348836366185132;0.3410085335570572;0.8005256736756489;0.300905745008353;0.7789308806613893;0.6577426468025984;1.0;0.8754645317905857;0.69090869191201;0.9513494972493487;0.23289017490533603;0.5180696299280739;0.2951898349363513;1.0
1235;0.0598063855533836;26;0.5107234780105618;0.7580269245936844;0.45954331189511133;0.6238376205246285;0.6289550527340365;0.10810334826159243;0.7439498530899351;0.4167694918854401;0.6842602965451376;0.933294393786979;0.47384789592879306;0.7040705364428416;0.4553061109615151;0.8462498333793108;0.5223718069919823;1.0
10321;0.909010518477148;48;0.6199285264787348;1.0;0.8873506434286333;0.28489894149599015;0.17556900758676774;0.021045163870893276;0.4236180730283976;0.890215847924207;0.0;0.15596833534984555;0.3817726163515387;0.40869794819825744;0.9398807595002177;0.5972764395877029;0.27953327739351774;1.0
5439;0.45308573024294896;25;0.4974206449459431;0.11194039816160384;0.32412883557665273;0.5841215212818405;0.9087271163615515;0.5804459373809114;0.7882595566919084;0.0;0.7322448997337732;0.4992096199222137;0.24397482488018118;0.624291773051512;0.6841906691798754;0.9666270951309913;0.1255014707887474;1.0
3842;0.3041515405380248;77;0.4934011015006683;0.0;0.12475901134429157;1.0;0.20086767823570983;0.003015833373962346;0.5560135136153745;0.8191651777574986;0.4198406406835815;0.6356231949897783;0.19118607468267745;0.21886351372693513;0.6263503553026115;0.0;0.2974303110591534;1.0
4985;0.4107325700456111;88;0.06129681263005103;0.7853537555231309;0.5906894793194875;0.5158163218440075;0.5141185215802878;0.05635956773386637;0.41824518980720016;0.7287343275040403;0.3339755917642133;0.9304650957959194;0.43905566966872067;0.6394516135400489;0.43642966134055006;0.7020258547144652;0.5145286988143476;1.0
7388;0.6347854416829564;114;0.568159526204661;0.004320073869015673;1.0;0.5626299400170858;0.22148628648381974;0.009328089040216755;0.08405004439714081;0.30798982574440603;0.46147174038749994;0.435799968168466;0.5172056319235969;1.0;0.5117194334022488;0.4926876546321274;0.9298694723903234;0.0
2277;0.15735827981010891;36;0.3389469445375886;0.33252480219482194;0.2920738196691859;0.4793550382280083;0.042057227429699084;0.001859647831057614;0.39863205548964253;0.5134132648516385;0.7621486841552263;0.3422338010714555;0.9999999999999998;0.33135726224632156;0.5743062433157318;0.0;0.3266331192543772;0.0
6706;0.5712091594526669;25;0.4018148578568049;1.0;0.797335892062863;1.0;0.3069974266323551;0.02558632636471186;0.6967728027184015;0.8238396171583704;0.12699978116354338;0.24012565729799717;0.5693079475430558;0.39942766049853906;0.49083789346854734;0.3903026578272709;0.3225286691555356;1.0
2604;0.18788978869961837;7;0.5547078665276393;0.19274502949030747;0.25690740154409974;0.702948317937004;0.2571050947345964;0.026426103127372442;0.6398449642787687;0.21996208261831407;0.4990579887625308;0.6997173792449126;0.023866329593932756;0.1510102721697243;0.05682864084390249;0.5414633553090017;0.5349665040787044;0.0
8063;0.6977101368332869;120;0.41758557912997674;0.4229118832252823;0.6490343132397334;0.7805433674328595;0.3910152135361803;0.03791233884793374;0.11190943887742288;0.17488437886412211;0.3984874198022357;0.4203539481145996;0.4242946928600271;0.2520901331894395;0.959761275590383;0.5765233586251598;0.865237565027976;1.0
2109;0.14153402215396071;24;0.37370959518242736;0.20719309240947403;0.4509438537721522;0.0171895907138242;0.5103234709796131;0.05845303966353209;0.574701016536239;0.5512076725314008;0.4607833475601184;0.44384592919492494;0.33822352135671774;0.14397242109973407;0.5874047468002985;0.39279760321481894;0.22317617870093587;1.0
8566;0.7448105743274691;127;0.43623208377162154;0.44069983953789205;0.7430950153918536;0.7549978107307873;0.48935319137588495;0.06575034153243338;0.2140937179176008;0.2907032959531206;0.8860622915800138;0.5119815635082609;0.632833868787416;0.4770216959279828;0.9999999999999998;0.5193472057273926;0.38945089592269566;0.0
10330;0.9098482732942381;48;0.4915625110050542;0.0;0.5922395409110719;0.4774842081734758;0.4838731183082442;0.055790429927892626;0.0;0.11406409942769513;0.2600508975917847;0.8849846327861709;0.4723433577359948;0.7197140441157116;0.6301749357625652;0.35088757802574444;0.6405436377934008;1.0
3902;0.3097365726519594;4;0.34139829645587483;0.0;0.7329922231057466;0.4333068988006481;0.42023393645248597;0.017787546429008514;0.39413957737539795;0.3647398320774484;0.14253282184538552;0.11969738409690378;0.7175339267217922;0.16292921349793366;0.6203715958723734;0.7140882895186645;0.42351157043823795;1.0
478;0.0;10;0.35982737950326815;1.0;0.9211394080601591;0.23243609017952016;0.5219219589594527;0.053754667775755716;0.8721965353646974;0.05064400202609787;0.06045755659675989;0.20342977051936384;0.9999999999999998;0.2242644639519885;0.6069018920567693;0.6467105553890519;0.366736776803843;1.0
7685;0.6625244345154985;46;0.19349985990087415;0.9694493895918495;0.5828827761893138;0.7401995756185831;0.08491946559287455;0.022955556506329664;0.832484837886365;0.2700767255518697;0.2856562122742615;0.5081147233206161;0.10586278330787735;0.28986552736174354;0.312275321111106;0.5039187620736031;1.0;0.0
2801;0.2063203946756027;61;0.9609291863992073;0.4780874103626651;0.3344539859704925;0.05773853083195313;0.7970089601194684;0.2804824537401408;0.593469926778637;0.0;0.8303865289494545;0.7553252147469626;0.36731711170801074;0.6844935313626911;0.03275538658841026;0.20969630662589822;1.0;0.0
1020;0.03970026994321884;11;0.6155724389037663;0.32621521867608827;0.8568666358910157;0.40413297284387584;0.2962922838971186;0.0;0.9999999999999998;0.6668267865928839;0.387878924020272;0.186389083329084;0.8964686364354559;0.0028567621278723365;0.5221830230615809;0.4910331879513884;0.5408014634976221;1.0
8856;0.7720841478171834;22;0.5039604415189501;0.2880705215031387;0.6041324770934895;0.7120513911810726;0.38622348297977316;0.034483582065791135;0.5537853650741484;0.5873223076155518;0.1611571086341852;0.587695103352046;0.26925527992837206;0.6699127753941722;0.3116941796092354;0.5308995735112417;0.43585705111490336;0.0
7732;0.6668993763380806;82;0.530559676868639;0.24832997007412416;0.42509552939356654;0.6428704840581396;0.2939755863411512;0.028362365663080365;0.6052076565093449;0.7147045870612554;0.301016792437244;0.525589617357148;0.0;0.0;0.8467186042867552;0.3144777514569602;0.9109294371540062;0.0
6014;0.506608954668156;1;0.2955091722821152;0.19839003747790152;1.0;0.9232071722296555;0.0;0.004359078195753555;0.4570463313187536;0.5582007784944389;0.8851825980090229;0.17424210817467778;0.8124251680974701;0.7474327801321367;0.564527244430854;0.5590645207085886;0.9714511274262039;0.0
9265;0.8103416177976357;93;0.26655535293496185;0.9252731312586242;0.31421939816683464;0.6228669934750588;0.47935805810744136;0.03588254667278257;0.5140344714780405;0.21695885282616023;0.1951782067874085;0.960535078813951;0.9999999999999998;0.8631641375588953;0.5340705615317789;0.6684173027352523;0.7410173961292776;1.0
3477;0.2699897607744578;72;0.8561497391706436;0.7672068411255726;0.243167926293121;0.03459351547644918;0.584986133148442;0.0700745948624368;0.33278559271314;0.22167634502224642;0.17937415671878654;0.9370044672312899;0.3581143238356068;0.48492652865152264;0.43762541322659776;0.5405530373973287;0.18288756550169305;0.0
8978;0.7835334636507494;84;0.4476987761614064;0.560709692389862;0.6722836258228659;0.8329449804496729;0.1326584354458059;0.025588316357040442;0.34796956572209026;0.2620643862877561;0.34763910245169294;0.6457042108792767;0.7518117659451202;0.9494773433181544;0.39984513035368985;0.9859395618745855;0.979536037310786;0.0
3797;0.2999627664525738;76;0.2564816898863742;0.21672286730569112;0.7259412152837361;0.6356045598037925;0.3710116134881799;0.007294316880408425;0.5501401261210466;0.4003825514394679;0.26871740097650343;0.14924353750326425;0.7647328874141957;0.30508623752994113;0.7042780838152092;0.3837199515315918;0.0;1.0
8441;0.7330820068882064;7;0.2381466187114249;0.11227257495497245;1.0;0.5615062172183722;0.022921972292963888;0.0;0.6303022171434771;0.8031407370900188;0.637346687671102;0.14605729367062403;0.8232904970067239;0.6447505659235083;0.43812440383553386;0.36787102769955304;0.6235652034573933;0.0
10344;0.9111514474541562;24;0.44922378959714226;0.07271956654849454;0.2144353916765559;0.3543431733074498;0.9999999999999999;1.0;0.23394202894181038;0.48156751659465247;0.9351570187808056;0.5443594058319695;0.8650629377995469;0.5001768510963124;0.9669540426606542;0.5807902932174932;0.14502685564273277;1.0
6757;0.5759564367495114;25;0.5432378056342815;0.8104024011129471;0.7532960964067414;0.6205766810678734;0.3366778223709649;0.012412577149515092;0.6465746361921878;0.1289163623337516;0.3179512559908293;0.38554013940975673;0.5875976545355592;0.391170770708852;0.6539287143233123;0.2263905256616331;0.5732173097067936;1.0
459;0.0;17;0.11977219729019198;0.12640177774509276;0.34178374707248627;0.8015970948550644;0.9999999999999999;1.0;0.30901163973943624;0.4761875822180537;0.9137139445198859;0.46246892176087095;0.4830577061498218;0.6628469571740675;0.40490501683332636;0.2355030969472921;0.49075221751113984;1.0
2134;0.14386111886810016;49;0.5540969424705523;0.3388964561655907;0.8158028940391109;1.0;0.0;0.00021193418299372477;0.9267967274256745;0.8783080632057849;0.49843336284968554;0.45985131892261066;0.697065536068538;1.0;0.0019335886096263355;0.3865426595323108;0.6577692288997117;0.0
4347;0.35134506190077264;3;0.48304417792435866;0.3560514270340924;0.710551778421757;0.8388299810467461;0.03001706689422512;0.0;0.6412258736588516;0.31337023584249857;0.5030318269365941;0.3900676342834891;0.3233747651902177;0.6673003145481825;0.5267652173119315;0.27928505365156087;0.13186699340791685;1.0
1699;0.10336963604207391;7;1.0;0.8891388065094965;0.11972050552632396;0.9586855811361539;0.7700702676035681;0.24639985512855841;0.4212663059618802;0.8527587267837504;0.6969078843442083;0.463241531807583;0.26721177647864325;0.9024711444815879;0.6452511459288905;0.8445919951507509;0.41149316055427354;1.0
11493;1.0000000000000002;1;0.5798402716851244;0.3467438924691173;0.6283292285704389;0.8814334661183794;0.1851208016106881;0.021447142321266353;0.2902427294970382;0.16729400456526122;0.5393369400286663;0.3752922397501689;0.32345025543793127;0.12883890263483455;0.8619621588646138;0.9264445065504959;0.6514605523377117;1.0
4294;0.3463185329982314;46;0.8094981082790161;0.12587636135612001;0.4144255628036779;0.0;0.44462092827904354;0.06345190039292398;0.9999999999999998;0.43094741957363225;0.4607224791416973;0.7208420831421124;0.0;0.5295012305546051;0.7805840928487642;0.5637634950717;0.27793211344990043;0.0
4804;0.39388438983524154;36;0.3517175540376874;0.46996824012549787;0.563579514373115;0.0;0.3339844531260415;0.01772585666682255;0.0;0.8714250867686271;0.5472020092375072;0.417377854214665;0.4616114534506064;0.3197278631781212;0.4428861130000741;0.25102642558975885;0.16548814080026908;1.0
5432;0.4524341431629899;93;1.0;0.1499793758161303;0.4993808615732158;0.5944769177539015;0.6398101974692997;0.129537555632723;0.6251222994251739;0.4762872458710643;0.6671780096896727;0.9999999999999999;0.6017915766928248;0.6710561382959123;0.16461365499971836;0.9999999999999999;0.2367162504340694;1.0
10466;0.9225076794191567;25;0.49613234544310364;0.3746104921924207;0.597746932304041;0.6521633960311455;0.5041000546673956;0.07076114221579675;0.6116870762861983;0.0;0.7054251151789894;0.5142167974695476;0.8337625743930055;0.2806314324445264;0.21771660071775512;0.5091393630495938;0.3074545777347173;1.0
8320;0.7217257749232059;14;0.43941378851003426;0.6239125787620594;1.0;0.09273315717115782;0.0;0.002818824133432967;0.4998575371873166;0.3698964152125743;0.0036412357448338817;0.32657608586479003;0.053358438229665905;0.8920920415361534;0.9999999999999998;0.3910988247627182;0.7749388389975485;1.0
8393;0.7286139811970586;48;0.29267136113573694;0.4025334657946864;0.0;0.7061327095191876;0.6494653262043494;0.12356558865465572;0.9970512459089054;0.7298979422785703;0.590949011105588;0.43472604020353633;0.56089868506522;1.0;0.060580198287914166;0.6347478220704169;0.05650436293488781;1.0
10171;0.8949548543237458;7;0.22123703700301173;0.7399115263016878;0.31694247934123987;0.46918029473993617;0.5153418712249497;0.06834728152122972;0.3446258353672602;0.49932652948526446;0.21878355915033487;0.12221609284918489;0.0;0.28074988155089364;0.674308221022413;0.21066586744928306;1.0;0.0
10678;0.9423345434236248;7;0.5217038809754574;0.27632625931162913;0.5504732763419835;0.35198243685565833;0.7134928465712874;0.18392404597280276;0.5027794775261969;0.9471166579708741;0.7814816532442144;0.925900515639945;0.4020162918488086;0.5991920783869865;0.1323496524560832;0.18084693522088624;0.0;1.0
10042;0.8829470352787863;14;0.603609045350776;0.8006540849589125;0.4596770490178781;0.42319033169725007;0.8199109321457619;0.33747782402298837;0.33110317473478523;0.7757791396362703;0.451400915634923;0.6276544949679906;0.6017915766928248;0.18833654681371892;0.7146960340895776;0.4689644808641179;0.3263608348790932;1.0
2851;0.2109745881038816;17;0.32095515449947865;0.7951928469389618;0.8603760268956633;0.6517684089983558;0.2202929372391632;0.06153752777283043;0.3124156718139208;0.65322638479851;0.2690246415647243;0.5047708670384466;0.4003221502431489;0.608554493169435;0.6830953239407476;0.674517877692527;0.3384113751431963;1.0
4293;0.34622544912966585;46;0.8991496059616387;0.5615296290047596;0.5983092727359152;0.8270446702776852;0.21782790437205823;0.0;0.5942236982743154;0.0;0.3901035197887577;0.5524362712602969;0.05418005301873219;0.6150066792134979;0.15812981970921602;0.16992263863112256;1.0;1.0
7480;0.6434422414595551;52;0.8577013944073653;0.9792040681521712;0.3645448385929888;0.8054030551787696;0.7098327977706368;0.17573124755604067;0.1389969713461301;0.5802338194929497;0.5778304176877829;0.6643349295456896;0.5436956865223574;0.798810080018952;0.30579757107193184;0.5816871249378822;0.5266723347952658;1.0
3234;0.24709112910732572;7;0.955825291031053;0.7598492361246922;0.5393489257928155;0.5046525798164687;0.6605438072507633;0.13351356030522502;0.3178548869267377;0.15839634760065702;0.2402469228840617;0.45602689919138617;0.7217403135478659;0.5246826551025242;0.22567915208107991;0.31092125015548255;0.8872448157837609;0.0
2422;0.17085544075211767;54;0.33240224832302107;0.5700523681523535;0.42283811121289094;0.9461868441760846;0.3115974879665061;0.002285506189373645;0.39380188774533376;0.4514422151210218;0.6170398238873762;0.8343647677456937;0.04908007233019074;0.5704418480692793;0.7741367690662331;0.5468828776064322;0.7064451070992073;0.0
674;0.00740016755096342;3;0.7043178091252762;0.7412426008821473;0.9149875004128933;0.25108315242518975;0.23233309777463707;0.03346271600122981;0.6455253862702028;0.4425459853208997;0.6109196493399403;0.4333909700428179;0.642052456944225;0.755656767392277;0.08796687189176722;0.8270267126529735;0.3186635491959371;0.0
2448;0.1732756213348227;26;0.5578552737751278;0.6166672776302935;0.43325349388233225;0.5898748595346501;0.12730669742263223;0.006796818798263531;0.5018082978181331;0.22400238526757132;0.7986711844559449;0.13163884497888445;0.8356498305858395;0.6748514450790976;0.2263546149785418;0.22790483228295566;0.6831196869018035;0.0
